player_id,recent_team,season,week,passing_epa,season_type,completions,interceptions,passing_tds,attempts,sacks,passing_yards
00-0035289,IND,2023,2,8.907145353119489,REG,19,0,1,23,0,171
00-0035289,IND,2023,3,-8.418345229189796,REG,27,0,1,44,5,227
00-0035289,IND,2023,5,7.407801365479827,REG,11,0,0,14,0,155
00-0035289,IND,2023,6,-11.561452929262398,REG,33,3,1,55,3,329
00-0035289,IND,2023,7,0.7342462386582906,REG,15,1,2,23,4,305
00-0035289,IND,2023,8,-2.0379720588497103,REG,23,1,2,41,2,213
00-0035289,IND,2023,9,-1.0497175877787492,REG,17,0,1,26,1,127
00-0035289,IND,2023,10,2.4175481618581065,REG,18,1,0,28,0,194
00-0035289,IND,2023,12,-0.09710011280425235,REG,24,1,0,41,2,251
00-0035289,IND,2023,13,4.990761869994218,REG,26,0,2,42,3,312
00-0035289,IND,2023,14,-0.4344656739080248,REG,26,1,1,39,3,240
00-0035289,IND,2023,15,-0.6965998019654951,REG,18,0,3,28,3,215
00-0035289,IND,2023,16,-8.085402387826932,REG,20,1,0,37,6,201
00-0035289,IND,2023,17,11.492219796404243,REG,15,0,1,23,1,224
00-0035289,IND,2023,18,-4.5657571244969954,REG,13,0,0,24,1,141
00-0035704,SEA,2023,4,1.799429426464485,REG,2,0,0,6,0,63
00-0035704,SEA,2023,11,-5.48228724184446,REG,2,1,0,6,0,3
00-0035704,SEA,2023,14,-0.2363125089323148,REG,22,2,2,31,4,269
00-0035704,SEA,2023,15,3.265447533214444,REG,22,0,1,33,2,208
00-0035710,NYG,2023,1,-22.697970342473127,REG,15,2,0,28,7,104
00-0035710,NYG,2023,2,8.180348059220705,REG,26,1,2,37,3,321
00-0035710,NYG,2023,3,-8.18383260950047,REG,22,1,0,32,2,137
00-0035710,NYG,2023,4,-29.01369021102904,REG,27,2,0,34,10,203
00-0035710,NYG,2023,5,-4.5957046443267755,REG,14,0,0,20,6,119
00-0035710,NYG,2023,9,-4.144154457608238,REG,4,0,0,9,2,25
00-0035993,BAL,2023,4,NA,REG,0,0,0,0,0,0
00-0035993,BAL,2023,7,-0.9280543375061825,REG,0,0,0,1,0,0
00-0035993,BAL,2023,9,5.176841295120539,REG,5,0,1,7,0,38
00-0035993,BAL,2023,17,4.22594323719386,REG,1,0,1,1,0,19
00-0035993,BAL,2023,18,-4.674275439687568,REG,15,0,1,28,4,146
00-0036212,MIA,2023,1,27.078330696646354,REG,28,1,3,45,0,466
00-0036212,MIA,2023,2,11.266563081514585,REG,21,1,1,30,1,249
00-0036212,MIA,2023,3,26.372212297806982,REG,23,0,4,26,0,309
00-0036212,MIA,2023,4,-3.48410618014168,REG,25,1,1,35,4,282
00-0036212,MIA,2023,5,-1.8441978553910436,REG,22,2,2,30,1,308
00-0036212,MIA,2023,6,16.12479107605759,REG,21,0,3,31,0,262
00-0036212,MIA,2023,7,-3.8402599184064217,REG,23,1,1,32,3,216
00-0036212,MIA,2023,8,12.581885234021849,REG,30,1,3,45,2,324
00-0036212,MIA,2023,9,0.5236871447996236,REG,21,0,1,34,3,193
00-0036212,MIA,2023,11,4.769229019801378,REG,28,1,2,39,1,325
00-0036212,MIA,2023,12,4.45056448865949,REG,21,2,1,30,2,243
00-0036212,MIA,2023,13,19.67799806176171,REG,18,0,2,24,0,280
00-0036212,MIA,2023,14,-7.4380432093967865,REG,23,0,0,33,5,240
00-0036212,MIA,2023,15,9.223429321831443,REG,21,0,1,24,3,224
00-0036212,MIA,2023,16,7.294361547796323,REG,24,0,1,37,1,293
00-0036212,MIA,2023,17,-0.4419396678963432,REG,22,2,2,38,3,237
00-0036212,MIA,2023,18,1.2538411483401433,REG,17,2,1,27,0,173
00-0036264,GB,2023,1,17.795653510178614,REG,15,0,3,27,1,245
00-0036264,GB,2023,2,2.6311388129449607,REG,14,0,3,25,1,151
00-0036264,GB,2023,3,-2.9644087828989982,REG,22,1,1,44,1,259
00-0036264,GB,2023,4,-12.693179846350668,REG,23,2,1,36,5,246
00-0036264,GB,2023,5,-14.767112767702137,REG,16,3,0,30,2,182
00-0036264,GB,2023,7,7.5664805464003715,REG,21,1,2,31,0,180
00-0036264,GB,2023,8,-7.905982737080194,REG,24,1,1,41,4,229
00-0036264,GB,2023,9,8.078893333065578,REG,20,0,1,26,4,228
00-0036264,GB,2023,10,5.195348850801602,REG,21,2,2,40,1,289
00-0036264,GB,2023,11,10.750950282512573,REG,27,0,2,40,3,322
00-0036264,GB,2023,12,12.759378605006113,REG,22,0,3,32,0,268
00-0036264,GB,2023,13,15.392143603934805,REG,25,0,3,36,2,267
00-0036264,GB,2023,14,-0.21791342134478953,REG,25,1,1,39,2,218
00-0036264,GB,2023,15,3.926120546559818,REG,29,0,2,39,2,284
00-0036264,GB,2023,16,11.282902940933512,REG,17,0,2,28,1,219
00-0036264,GB,2023,17,14.013365820699597,REG,24,0,3,33,0,256
00-0036264,GB,2023,18,15.073805185603186,REG,27,0,2,32,1,316
00-0036355,LAC,2023,1,-1.2410654513043027,REG,23,0,1,33,3,229
00-0036355,LAC,2023,2,9.26494210589466,REG,27,0,2,41,3,305
00-0036355,LAC,2023,3,21.501615730756065,REG,40,0,3,47,1,405
00-0036355,LAC,2023,4,-3.676677308384192,REG,13,1,1,24,2,167
00-0036355,LAC,2023,6,-0.20592430754743463,REG,22,1,2,37,1,227
00-0036355,LAC,2023,7,0.5402288636620126,REG,17,2,1,30,5,259
00-0036355,LAC,2023,8,17.087563478392997,REG,31,0,3,40,0,298
00-0036355,LAC,2023,9,-6.611584542193967,REG,16,0,0,30,5,136
00-0036355,LAC,2023,10,14.587980706253923,REG,27,1,4,40,0,323
00-0036355,LAC,2023,11,5.060112854914548,REG,21,0,2,36,2,260
00-0036355,LAC,2023,12,-11.907626775650716,REG,29,1,1,44,3,217
00-0036355,LAC,2023,13,2.0078626550231666,REG,22,0,0,37,0,212
00-0036355,LAC,2023,14,-19.54357248696033,REG,9,1,0,17,4,96
00-0036389,PHI,2023,1,-4.85952255143671,REG,22,0,1,33,3,170
00-0036389,PHI,2023,2,1.1131707055028528,REG,18,1,1,23,4,193
00-0036389,PHI,2023,3,1.7553614552587669,REG,23,2,1,37,1,277
00-0036389,PHI,2023,4,10.566899214391142,REG,25,0,2,37,3,319
00-0036389,PHI,2023,5,7.784427022446399,REG,25,1,1,38,1,303
00-0036389,PHI,2023,6,-6.5059565516402715,REG,28,3,1,45,2,280
00-0036389,PHI,2023,7,2.172574536059983,REG,23,1,2,31,3,279
00-0036389,PHI,2023,8,23.611318518510913,REG,29,0,4,38,2,319
00-0036389,PHI,2023,9,8.435014081711415,REG,17,0,2,23,3,207
00-0036389,PHI,2023,11,-3.4149417451117188,REG,14,1,0,22,5,150
00-0036389,PHI,2023,12,0.08719554189211765,REG,18,1,3,31,2,200
00-0036389,PHI,2023,13,10.26057722323575,REG,26,0,1,45,3,298
00-0036389,PHI,2023,14,2.5487039626868744,REG,18,0,0,27,1,197
00-0036389,PHI,2023,15,1.71635226032231,REG,17,2,0,31,0,143
00-0036389,PHI,2023,16,7.3838059724531355,REG,24,1,1,38,1,301
00-0036389,PHI,2023,17,11.54995583853046,REG,18,1,3,23,0,167
00-0036389,PHI,2023,18,-10.87321348884143,REG,7,1,0,16,2,55
00-0036442,CIN,2023,1,-18.635626889657797,REG,14,0,0,31,2,82
00-0036442,CIN,2023,2,1.572308320844988,REG,27,1,2,41,1,222
00-0036442,CIN,2023,3,-6.3870241614940735,REG,26,1,0,49,2,259
00-0036442,CIN,2023,4,-8.805660734302364,REG,20,0,0,30,3,165
00-0036442,CIN,2023,5,9.498447030530683,REG,36,1,3,46,3,317
00-0036442,CIN,2023,6,-3.312432660459075,REG,24,1,2,35,3,185
00-0036442,CIN,2023,8,13.392601461227597,REG,28,0,3,32,3,283
00-0036442,CIN,2023,9,12.65865346840559,REG,31,0,2,44,1,348
00-0036442,CIN,2023,10,3.1982571250112413,REG,27,2,2,40,4,347
00-0036442,CIN,2023,11,2.9155140989400716,REG,11,0,1,17,2,101
00-0036898,HOU,2023,11,-0.95239889761433,REG,1,0,0,1,0,2
00-0036898,HOU,2023,13,1.542847081553191,REG,1,0,0,1,0,18
00-0036898,HOU,2023,14,-9.069208267668728,REG,1,0,0,5,1,4
00-0036898,HOU,2023,15,-0.18297453355626203,REG,0,0,0,0,1,0
00-0036898,HOU,2023,16,3.6321571189328097,REG,15,0,2,32,0,149
00-0036928,TB,2023,10,NA,REG,0,0,0,0,0,0
00-0036928,TB,2023,12,-1.8803028730234743,REG,0,0,0,1,0,0
00-0036945,CHI,2023,1,-10.998732079244235,REG,24,1,1,37,4,216
00-0036945,CHI,2023,2,-8.620328064332805,REG,16,2,1,29,6,211
00-0036945,CHI,2023,3,-13.247832806431688,REG,11,1,1,22,3,99
00-0036945,CHI,2023,4,7.1422850987291895,REG,28,1,4,35,4,335
00-0036945,CHI,2023,5,11.508823994980299,REG,15,0,4,29,3,282
00-0036945,CHI,2023,6,-8.60774218969313,REG,6,1,0,10,4,58
00-0036945,CHI,2023,11,4.194769059140295,REG,16,0,1,23,2,169
00-0036945,CHI,2023,12,-5.58729195784216,REG,27,0,0,37,3,217
00-0036945,CHI,2023,14,2.9458508168047564,REG,19,0,1,33,3,223
00-0036945,CHI,2023,15,-15.480020451794951,REG,19,2,1,40,3,166
00-0036945,CHI,2023,16,-3.621005084270454,REG,15,1,1,27,1,170
00-0036945,CHI,2023,17,5.367985639412293,REG,20,0,1,32,3,268
00-0036945,CHI,2023,18,-1.293238689303349,REG,11,0,0,16,5,148
00-0036971,JAX,2023,1,-9.001866828126367,REG,24,1,2,32,2,241
00-0036971,JAX,2023,2,-12.625911246076313,REG,22,0,0,41,4,216
00-0036971,JAX,2023,3,2.2051360300596072,REG,27,1,1,40,0,279
00-0036971,JAX,2023,4,4.4045161920384786,REG,23,0,1,30,2,207
00-0036971,JAX,2023,5,8.35737227689242,REG,25,0,1,37,5,315
00-0036971,JAX,2023,6,-3.6709388580254894,REG,20,1,2,30,3,181
00-0036971,JAX,2023,7,4.5950666462427945,REG,20,0,1,29,0,204
00-0036971,JAX,2023,8,7.139634887643097,REG,24,1,1,32,3,292
00-0036971,JAX,2023,10,-17.344053464164666,REG,17,2,0,29,5,185
00-0036971,JAX,2023,11,16.51056056429875,REG,24,0,2,32,1,262
00-0036971,JAX,2023,12,11.437231914085661,REG,23,1,1,38,0,364
00-0036971,JAX,2023,13,10.467320891881942,REG,22,0,2,29,2,258
00-0036971,JAX,2023,14,-6.312173207261367,REG,28,3,3,50,4,257
00-0036971,JAX,2023,15,-12.136260574116172,REG,25,0,1,43,1,264
00-0036971,JAX,2023,16,-4.898182343913382,REG,17,2,1,29,3,211
00-0036971,JAX,2023,18,1.6498609748086892,REG,29,2,2,43,0,280
00-0036972,NE,2023,1,-6.660893661319278,REG,35,1,3,54,2,316
00-0036972,NE,2023,2,-2.3766230029077766,REG,31,1,1,42,4,231
00-0036972,NE,2023,3,5.437647214136642,REG,15,0,1,29,0,201
00-0036972,NE,2023,4,-12.8416448108037,REG,12,2,0,21,1,150
00-0036972,NE,2023,5,-18.67695368431602,REG,12,2,0,22,2,110
00-0036972,NE,2023,6,-3.1864464957031884,REG,24,1,0,33,3,200
00-0036972,NE,2023,7,13.239483982002865,REG,25,0,2,30,1,272
00-0036972,NE,2023,8,-9.12733173041946,REG,19,1,2,29,3,161
00-0036972,NE,2023,9,-6.030163121383092,REG,24,1,1,44,0,220
00-0036972,NE,2023,10,-3.619902146221295,REG,15,1,0,20,5,170
00-0036972,NE,2023,12,-9.911773824656848,REG,12,2,0,21,1,89
00-0037013,NYJ,2023,1,-3.1895326425664656,REG,14,1,1,21,2,140
00-0037013,NYJ,2023,2,-18.485197545433778,REG,12,3,1,27,3,170
00-0037013,NYJ,2023,3,-15.248782486806231,REG,18,0,0,36,3,157
00-0037013,NYJ,2023,4,3.608918252683421,REG,28,0,2,39,2,245
00-0037013,NYJ,2023,5,-7.168929509143194,REG,19,1,0,26,4,199
00-0037013,NYJ,2023,6,-9.885183468243898,REG,19,0,0,33,5,186
00-0037013,NYJ,2023,8,-14.034994183657078,REG,17,0,1,36,4,240
00-0037013,NYJ,2023,9,-19.13270812645457,REG,33,0,0,49,8,263
00-0037013,NYJ,2023,10,-4.123176070408278,REG,23,1,0,39,2,263
00-0037013,NYJ,2023,11,-7.6109845521859825,REG,7,1,1,15,5,81
00-0037013,NYJ,2023,14,7.829823942284432,REG,27,0,2,36,4,301
00-0037013,NYJ,2023,15,-13.859405201656045,REG,4,0,0,11,4,26
00-0037077,WAS,2023,1,-13.413062730876792,REG,19,1,1,31,6,202
00-0037077,WAS,2023,2,7.249400672420453,REG,27,0,2,39,4,299
00-0037077,WAS,2023,3,-26.450667170560944,REG,19,4,0,29,9,170
00-0037077,WAS,2023,4,7.724412571688452,REG,29,0,1,41,5,290
00-0037077,WAS,2023,5,3.675322935908062,REG,37,1,2,51,5,388
00-0037077,WAS,2023,6,-0.1997386012117821,REG,14,0,3,23,5,151
00-0037077,WAS,2023,7,-14.697246201267244,REG,22,1,0,42,6,249
00-0037077,WAS,2023,8,3.5826236466527916,REG,39,1,4,52,1,397
00-0037077,WAS,2023,9,5.039729462119961,REG,29,1,1,45,3,325
00-0037077,WAS,2023,10,11.658417408175435,REG,29,0,3,44,3,312
00-0037077,WAS,2023,11,-8.88358981184046,REG,31,3,1,45,4,256
00-0037077,WAS,2023,12,-12.348847936825509,REG,28,1,0,44,4,300
00-0037077,WAS,2023,13,-14.074273457233675,REG,12,1,0,23,3,127
00-0037077,WAS,2023,15,-12.578237459412776,REG,11,1,1,26,1,102
00-0037077,WAS,2023,16,-23.490221187123097,REG,6,2,0,22,1,56
00-0037077,WAS,2023,17,-9.632565840491566,REG,17,2,1,28,1,169
00-0037077,WAS,2023,18,-6.822633927639816,REG,19,2,1,27,4,153
00-0037834,SF,2023,1,6.5278640272773965,REG,19,0,2,29,3,220
00-0037834,SF,2023,2,3.2599135650464697,REG,17,0,0,25,1,206
00-0037834,SF,2023,3,16.46249543812681,REG,25,0,2,37,2,310
00-0037834,SF,2023,4,22.84409084377694,REG,20,0,1,21,1,283
00-0037834,SF,2023,5,18.54200110162492,REG,17,0,4,24,1,252
00-0037834,SF,2023,6,-10.562338488182686,REG,12,1,1,27,3,125
00-0037834,SF,2023,7,8.158350352013063,REG,21,2,1,30,1,272
00-0037834,SF,2023,8,-2.851934379665181,REG,22,2,1,31,2,365
00-0037834,SF,2023,10,17.11725111317794,REG,19,0,3,26,2,296
00-0037834,SF,2023,11,15.870389703584639,REG,21,0,3,25,4,333
00-0037834,SF,2023,12,0.7482287154365754,REG,21,1,1,30,1,209
00-0037834,SF,2023,13,22.329711401311215,REG,19,0,4,27,2,314
00-0037834,SF,2023,14,12.758138486300595,REG,19,1,2,27,3,368
00-0037834,SF,2023,15,18.1681928660837,REG,16,0,4,25,0,242
00-0037834,SF,2023,16,-18.069514673683724,REG,18,4,0,32,2,255
00-0037834,SF,2023,17,12.450718497306731,REG,22,0,2,28,0,230
00-0038102,PIT,2023,1,-20.120926569390576,REG,31,2,1,46,5,232
00-0038102,PIT,2023,2,-7.772112777774912,REG,15,1,1,30,2,222
00-0038102,PIT,2023,3,5.9215954580455765,REG,16,0,2,28,1,235
00-0038102,PIT,2023,4,-13.630709189599646,REG,15,1,0,23,3,114
00-0038102,PIT,2023,5,4.048525538584668,REG,18,0,1,32,3,224
00-0038102,PIT,2023,7,0.6385510045254286,REG,17,0,0,25,2,230
00-0038102,PIT,2023,8,-6.398177648077837,REG,10,0,0,16,1,73
00-0038102,PIT,2023,9,3.3539545370808663,REG,19,0,1,30,0,160
00-0038102,PIT,2023,10,-5.687628693613217,REG,14,0,0,23,1,126
00-0038102,PIT,2023,11,-11.891549183666939,REG,15,0,0,28,3,106
00-0038102,PIT,2023,12,11.777032637398312,REG,24,0,0,33,2,278
00-0038102,PIT,2023,13,-0.4800470601178337,REG,7,0,0,10,0,70
00-0038108,NE,2023,4,-2.9953646172221102,REG,4,0,0,9,1,57
00-0038108,NE,2023,5,-7.567776053445414,REG,3,0,0,9,0,22
00-0038108,NE,2023,10,-0.8285839124000631,REG,3,1,0,7,0,25
00-0038108,NE,2023,12,-6.4132949726772495,REG,9,1,0,14,1,54
00-0038108,NE,2023,13,-15.719805817992892,REG,13,0,0,25,5,141
00-0038108,NE,2023,14,1.2988814690033905,REG,19,1,3,28,2,240
00-0038108,NE,2023,15,-12.918295838332739,REG,23,1,1,31,4,180
00-0038108,NE,2023,16,3.1802255394405154,REG,25,0,2,33,2,256
00-0038108,NE,2023,17,-12.082419550110458,REG,16,3,0,26,3,209
00-0038108,NE,2023,18,-27.749018961736947,REG,12,2,0,30,7,88
00-0038122,ATL,2023,1,-4.450449751486303,REG,15,0,1,18,4,115
00-0038122,ATL,2023,2,3.1194444414007774,REG,19,1,1,32,1,237
00-0038122,ATL,2023,3,-14.69095040827284,REG,21,0,0,38,7,201
00-0038122,ATL,2023,4,-19.31930863641901,REG,19,2,1,31,4,191
00-0038122,ATL,2023,5,14.121646988207342,REG,28,0,1,37,0,329
00-0038122,ATL,2023,6,-8.266498811313207,REG,28,3,2,47,3,307
00-0038122,ATL,2023,7,7.05915386592294,REG,19,0,0,25,1,250
00-0038122,ATL,2023,8,-10.739259789815335,REG,8,0,0,12,5,71
00-0038122,ATL,2023,10,2.4857614090433344,REG,4,0,0,6,0,39
00-0038122,ATL,2023,12,-2.746315741154831,REG,13,2,1,21,0,168
00-0038122,ATL,2023,13,-3.778801962090527,REG,12,0,1,27,3,121
00-0038122,ATL,2023,14,-3.4233185247805267,REG,26,1,1,40,3,347
00-0038122,ATL,2023,15,3.120557009911863,REG,12,1,1,20,0,152
00-0038122,ATL,2023,17,-2.75917106482666,REG,3,1,0,4,0,17
00-0038122,ATL,2023,18,6.867769799828688,REG,22,1,2,30,0,291
00-0038128,TEN,2023,6,-0.068276936013552,REG,4,0,0,5,4,74
00-0038128,TEN,2023,8,NA,REG,0,0,0,0,0,0
00-0038391,GB,2023,1,NA,REG,0,0,0,0,0,0
00-0038391,GB,2023,17,2.1436268281540833,REG,1,0,0,1,0,37
00-0038416,CHI,2023,6,-16.589481437113136,REG,10,1,0,14,1,83
00-0038416,CHI,2023,7,5.508855066349271,REG,21,0,1,29,1,162
00-0038416,CHI,2023,8,-8.624904703930952,REG,25,2,0,37,1,232
00-0038416,CHI,2023,9,-3.6926080370794896,REG,18,3,2,30,2,220
00-0038416,CHI,2023,10,-2.019608180303595,REG,20,0,0,33,0,162
00-0038476,NYG,2023,8,-6.947000161278993,REG,2,0,0,7,2,-1
00-0038476,NYG,2023,9,-14.882968198391609,REG,15,2,1,20,6,175
00-0038476,NYG,2023,10,-11.907895865544461,REG,14,1,2,27,5,86
00-0038476,NYG,2023,11,3.808219777303748,REG,18,0,3,26,9,246
00-0038476,NYG,2023,12,-1.824021166448882,REG,17,0,1,25,6,191
00-0038476,NYG,2023,14,5.1811854265103605,REG,17,0,1,21,0,158
00-0038476,NYG,2023,15,-14.636729936639313,REG,20,0,0,34,7,177
00-0038476,NYG,2023,16,-6.6646924380415005,REG,9,0,0,16,1,55
00-0038476,NYG,2023,18,-1.4483296424150467,REG,2,0,0,2,1,14
00-0038579,LV,2023,4,-11.765604441442477,REG,24,1,0,39,7,238
00-0038579,LV,2023,7,3.992335240240209,REG,10,1,1,13,0,75
00-0038579,LV,2023,9,7.603048639668113,REG,16,0,0,25,0,209
00-0038579,LV,2023,10,-9.807394982754028,REG,16,1,1,27,3,153
00-0038579,LV,2023,11,-9.576633443971339,REG,24,3,1,41,2,271
00-0038579,LV,2023,12,4.325248748179089,REG,23,0,1,33,1,248
00-0038579,LV,2023,14,-19.20355119294254,REG,21,1,0,32,4,171
00-0038579,LV,2023,15,10.630083312629722,REG,20,0,4,34,1,248
00-0038579,LV,2023,16,-12.96893692768682,REG,9,0,0,21,2,62
00-0038579,LV,2023,17,8.476911331376785,REG,30,0,2,47,2,299
00-0038579,LV,2023,18,11.44188592725486,REG,20,0,2,31,2,244
00-0038582,ARI,2023,7,-1.980460286140442,REG,1,0,0,1,0,4
00-0038582,ARI,2023,9,-32.76908288651612,REG,11,2,0,20,7,58
00-0038582,ARI,2023,10,NA,REG,0,0,0,0,0,0
00-0038582,ARI,2023,12,NA,REG,0,0,0,0,0,0
00-0038582,ARI,2023,15,NA,REG,0,0,0,0,0,0
00-0038582,ARI,2023,18,NA,REG,0,0,0,0,0,0
00-0038583,CLE,2023,4,-27.36171850353747,REG,19,3,0,36,4,121
00-0038583,CLE,2023,8,0.6945670462446287,REG,1,0,0,1,0,9
00-0038583,CLE,2023,11,-9.681774268266912,REG,24,1,0,43,1,165
00-0038583,CLE,2023,12,-0.0018359401899856742,REG,14,0,1,29,0,134
00-0038583,CLE,2023,14,NA,REG,0,0,0,0,0,0
00-0038583,CLE,2023,15,2.0642242955509573,REG,1,0,0,1,0,5
00-0038583,CLE,2023,16,-4.293592726578936,REG,1,0,0,2,1,6
00-0038598,MIN,2023,8,-2.580854845873546,REG,3,0,0,4,1,23
00-0038598,MIN,2023,9,4.896502905612579,REG,5,0,0,6,0,78
00-0038598,MIN,2023,17,-14.99169085717639,REG,5,1,0,10,3,67
00-0038911,NE,2023,6,-1.2853722739964724,REG,0,0,0,0,1,0
00-0039150,CAR,2023,1,-10.528563417818297,REG,20,2,1,38,2,146
00-0039150,CAR,2023,2,-12.32737778240337,REG,22,0,1,33,4,153
00-0039150,CAR,2023,4,-13.02082383805393,REG,25,0,0,32,5,204
00-0039150,CAR,2023,5,-0.011282131300904386,REG,25,2,3,41,1,247
00-0039150,CAR,2023,6,-10.966093807958625,REG,23,0,1,38,4,217
00-0039150,CAR,2023,8,-0.3340692363736806,REG,22,0,1,31,6,235
00-0039150,CAR,2023,9,-24.652827640945322,REG,24,3,1,39,4,173
00-0039150,CAR,2023,10,-8.250408326359667,REG,21,0,0,38,3,185
00-0039150,CAR,2023,11,-18.73243090448309,REG,16,1,1,29,7,123
00-0039150,CAR,2023,12,-4.867258823719059,REG,18,0,0,31,4,194
00-0039150,CAR,2023,13,-5.070967915060464,REG,15,1,0,31,4,178
00-0039150,CAR,2023,14,-31.291697221108052,REG,13,0,0,36,4,137
00-0039150,CAR,2023,15,-3.88388326859889,REG,18,0,0,24,3,167
00-0039150,CAR,2023,16,10.878574913417077,REG,23,0,2,36,2,312
00-0039150,CAR,2023,17,-21.465144071611576,REG,19,1,0,32,6,112
00-0039150,CAR,2023,18,-5.80218840235935,REG,11,0,0,18,3,94
00-0039152,TEN,2023,8,5.93669582210714,REG,19,0,4,29,2,238
00-0039152,TEN,2023,9,-3.652388919979264,REG,22,1,0,39,4,262
00-0039152,TEN,2023,10,-11.563321911684694,REG,19,1,0,39,4,199
00-0039152,TEN,2023,11,2.9629585499642417,REG,13,0,2,17,2,158
00-0039152,TEN,2023,12,-0.050409470843737925,REG,18,0,0,28,1,185
00-0039152,TEN,2023,13,0.1449495846555211,REG,16,0,1,33,6,224
00-0039152,TEN,2023,14,7.71207234698824,REG,23,1,1,38,1,327
00-0039152,TEN,2023,15,-5.730502565711504,REG,17,1,0,26,7,199
00-0039152,TEN,2023,17,-9.646544275106862,REG,2,0,0,6,1,16
00-0039163,HOU,2023,1,-11.156192205151807,REG,28,0,0,44,5,242
00-0039163,HOU,2023,2,7.303065555903382,REG,30,0,2,47,6,384
00-0039163,HOU,2023,3,14.348350209458214,REG,20,0,2,30,0,280
00-0039163,HOU,2023,4,9.840384931335983,REG,16,0,2,30,0,306
00-0039163,HOU,2023,5,3.2933569529967612,REG,20,0,1,35,0,249
00-0039163,HOU,2023,6,-0.315728024306809,REG,13,1,2,27,2,199
00-0039163,HOU,2023,8,2.4369864267646335,REG,16,0,0,24,2,140
00-0039163,HOU,2023,9,28.418964593821205,REG,30,0,5,42,3,470
00-0039163,HOU,2023,10,5.137883713780642,REG,23,1,1,39,1,356
00-0039163,HOU,2023,11,3.795734735649568,REG,27,3,2,37,3,336
00-0039163,HOU,2023,12,0.7591409554233532,REG,26,0,2,36,4,304
00-0039163,HOU,2023,13,1.248777172428555,REG,16,0,1,27,5,274
00-0039163,HOU,2023,14,-16.43346299935365,REG,10,0,0,23,4,91
00-0039163,HOU,2023,17,4.086053234528455,REG,24,0,1,32,1,213
00-0039163,HOU,2023,18,12.062857357430085,REG,20,0,2,26,2,264
00-0039164,IND,2023,1,-4.387141410610639,REG,24,1,1,37,4,223
00-0039164,IND,2023,2,1.7329200523672625,REG,6,0,0,10,0,56
00-0039164,IND,2023,4,5.105916146276286,REG,11,0,2,25,2,200
00-0039164,IND,2023,5,2.1360964990392026,REG,9,0,0,12,1,98
